Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_Order,log_Property Id,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Weather Normalized Site Natural Gas Intensity (therms/ft²),log_Weather Normalized Source EUI (kBtu/ft²),log_Natural Gas Use (kBtu),log_Weather Normalized Site Natural Gas Use (therms),log_Electricity Use - Grid Purchase (kBtu),log_Weather Normalized Site Electricity (kWh),log_Total GHG Emissions (Metric Tons CO2e),log_Direct GHG Emissions (Metric Tons CO2e),log_Indirect GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Latitude,log_Community Board,log_Council District,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
3151,2652041,78877.0,1987,1,100,93.0,11.2,0.6,182.8,4608913.7,51547.6,3462668.7,975208.1,566.1,244.8,321.3,86765.0,36.44,181.1,40.782381,-73.976522,7.0,6.0,165.0,8.055475141757274,14.79084009019855,11.275644956098905,11.335770538127633,7.594381242551817,0.0,4.605170185988092,4.532599493153256,4.582924577040772,2.4159137783010487,-0.5108256237659907,5.20839265902005,15.343502747292153,10.850260931620278,15.057550150312512,13.790406163103219,6.338770741042614,5.500441550638171,5.772375266121813,11.370958593524604,3.5956670723917576,5.199049364889368,3.708250149905839,1.9459101490553132,1.791759469228055,5.10594547390058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3160,2817381,288000.0,1968,1,100,157.2,9.9,1.3,246.3,35500667.6,388245.3,10277445.2,2889251.4,2839.4,1885.6,953.7,291240.0,13.95,238.8,40.771741,-73.988775,7.0,6.0,147.0,8.058327306580958,14.851318287979257,12.570715759118084,12.570715759118084,7.584773077612199,0.0,4.605170185988092,5.057518879995106,5.119190700650601,2.2925347571405443,0.26236426446749106,5.506550305126492,17.385062059902623,12.869392635335599,16.145462265703955,14.876507995392386,7.9513480412294735,7.542001351621921,6.860349156584867,12.581902948508647,2.6354795082673745,5.475626381518447,3.7079892188872847,1.9459101490553132,1.791759469228055,4.990432586778736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3175,4945655,498268.0,1965,1,100,60.0,6.0,0.0,114.5,1221296.6,12213.0,10968351.5,3136882.3,2350.4,64.9,2285.6,521080.0,,112.6,40.777464,-73.986171,7.0,6.0,155.0,8.063062911326792,15.414019971294593,13.118893363865046,13.155952880397884,7.583247524303362,0.0,4.605170185988092,4.0943445622221,4.133565275375382,1.791759469228055,-inf,4.740574822994295,14.01542363923653,9.410256237171089,16.210524547486116,14.958739966545432,7.762340805419613,4.1728476237100445,7.734383850916563,13.1636588598115,,4.72384171570559,3.7081295758658572,1.9459101490553132,1.791759469228055,5.043425116919247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3187,2939599,87150.0,1928,1,100,80.0,4.2,0.7,121.6,5689365.0,63624.8,1270491.4,363528.6,420.1,302.2,117.9,87000.0,43.69,114.5,40.779258,-73.983185,7.0,6.0,159.0,8.066835314417336,14.893783735454457,11.375386050948167,11.359191365028186,7.564238475170491,0.0,4.605170185988092,4.382026634673881,4.470495282661489,1.4350845252893227,-0.35667494393873245,4.800736969532067,15.554109200577836,11.060758610429415,14.054914312730858,12.803613252365455,6.040492778175336,5.711089049838639,4.769836807543325,11.37366339763672,3.7771192429633444,4.740574822994295,3.708173569787052,1.9459101490553132,1.791759469228055,5.0689042022202315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3190,4024235,61922.0,1986,1,100,93.9,9.1,0.7,167.8,3303880.4,35966.9,1707818.4,482923.0,334.0,175.5,158.5,53347.0,44.58,165.6,40.778235,-73.982777,7.0,6.0,159.0,8.06777619577889,15.207845388658907,11.033630807483584,10.808211648038817,7.593877844605118,0.0,4.605170185988092,4.542230386214217,4.5880240271531205,2.2082744135228043,-0.35667494393873245,5.122772794033106,15.010608214420607,10.490354350045488,14.35072732449293,13.087612499636089,5.811140992976701,5.167639042905921,5.065754593317335,10.884573022721431,3.797285327957723,5.109575241951159,3.708148483189551,1.9459101490553132,1.791759469228055,5.0689042022202315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3192,2670874,218851.0,1926,1,100,64.4,6.1,,114.0,,,4445033.3,1261645.9,1067.4,654.9,412.5,206009.0,44.99,111.0,40.77933,-73.983311,7.0,6.0,159.0,8.068402958569699,14.797916317636084,12.296146411948332,12.171072214445541,7.563200592358071,0.0,4.605170185988092,4.165113633110308,4.231203744939298,1.8082887711792655,,4.736198448394496,,,15.307297918465634,14.047927696340734,6.972981063899844,6.484482552224008,6.022236205774735,12.235675136137756,3.806440242853081,4.709530201312334,3.7081753353889777,1.9459101490553132,1.791759469228055,5.0689042022202315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3193,2630596,109290.0,1927,1,100,56.7,7.7,0.3,114.4,3357099.8,33571.0,2904294.4,851199.9,447.8,178.3,269.5,110504.0,57699.3,114.4,40.779876,-73.982553,7.0,6.0,159.0,8.068716192714781,14.782720994450008,11.60176017867072,11.575327330083194,7.563719668414366,0.0,4.605170185988092,4.037774210733707,4.037774210733707,2.0412203288596382,-1.2039728043259361,4.739701078945697,15.02658800444491,10.42141787803205,14.88170102719895,13.654402280088307,6.104346704164654,5.183467524869095,5.596568390349052,11.612806998379796,10.96300032070683,4.739701078945697,3.7081887244354577,1.9459101490553132,1.791759469228055,5.0689042022202315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3198,2811499,568662.0,1904,1,100,132.6,8.5,1.2,213.2,50370397.4,566096.7,14057562.9,4120035.5,3980.0,2675.4,1304.5,485846.0,43.11,199.7,,,,,,8.0702808933939,14.849228351032309,13.251041512001382,12.885711498065326,7.55171221535131,0.0,4.605170185988092,4.887337077751762,4.980176086611547,2.1400661634962708,0.1823215567939546,5.362230692291689,17.734914207307547,13.24652019064899,16.4586710936183,15.231372337793442,8.289037098278483,7.891854180861486,7.173575104576783,13.09364698023997,3.763754988759043,5.296816240421769,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3204,2679429,99663.0,1929,1,100,52.4,3.0,,79.6,,,596332.9,171749.4,234.4,179.0,55.3,57422.0,,75.0,40.780617,-73.980364,7.0,6.0,163.0,8.07215530818825,14.801114270085105,11.509549773730312,10.958182784137781,7.564757012905729,0.0,4.605170185988092,3.9589065913269965,4.048300623720694,1.0986122886681098,,4.377014092850337,,,13.298554347159543,12.053791716628712,5.457029057702858,5.187385805840755,4.012772908528289,10.958182784137781,,4.31748811353631,3.708206894997522,1.9459101490553132,1.791759469228055,5.093750200806762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3207,4481066,50205.0,1900,1,100,74.1,3.9,0.6,107.8,3230700.1,33383.3,676667.9,203419.3,234.4,171.6,62.8,52715.0,,104.7,40.780704,-73.980115,7.0,6.0,163.0,8.073091199693154,15.315371522514978,10.823869902313536,10.87265532401105,7.549609165154532,0.0,4.605170185988092,4.3054155323020415,4.33729074083249,1.3609765531356006,-0.5108256237659907,4.680277658474897,14.988209420938126,10.41581105392311,13.424935885008297,12.223024645017437,5.457029057702858,5.145166187053862,4.139955073474153,10.87265532401105,,4.651099117876491,3.708209028361693,1.9459101490553132,1.791759469228055,5.093750200806762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3208,3249291,80714.0,2001,1,100,193.1,23.9,1.1,,14335859.6,143358.6,10568277.9,3097384.7,1751.9,771.2,980.7,129642.0,,373.1,40.780971,-73.979924,7.0,6.0,163.0,8.073402968986406,14.993947376660755,11.298667321243991,11.772532084473726,7.601402334583733,0.0,4.605170185988092,5.263208189434469,,3.173878458937465,0.09531017980432493,,16.478274620622106,11.873104462536073,16.173367421204944,14.946068668225227,7.468456192241776,6.647947743296336,6.888266602398275,11.772532084473726,,5.921846480227112,3.7082155755543544,1.9459101490553132,1.791759469228055,5.093750200806762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3214,4506773,228147.0,1901,1,100,93.3,7.4,0.0,157.0,585613.8,5856.1,5675429.0,1665739.9,1650.4,1123.7,526.7,224803.0,,148.2,40.781248,-73.981819,7.0,6.0,163.0,8.075271546297458,15.321091934307189,12.337745437025179,12.22711470049688,7.550135342488429,0.0,4.605170185988092,4.535820107853298,4.624972813284271,2.0014800002101243,-inf,5.056245805348308,13.280415806925346,8.675239131998078,15.55165671318826,14.325779967071567,7.408772961757042,7.024382090913857,6.266631126489344,12.322979742108357,,4.998562712861986,3.7082223679149204,1.9459101490553132,1.791759469228055,5.093750200806762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3228,3113787,257564.0,1975,1,100,48.7,4.9,0.3,85.6,11232208.2,112322.1,6136782.4,1750106.2,1166.1,596.6,569.5,357000.0,27.11,87.0,40.782573,-73.978757,7.0,6.0,167.0,8.07961802938984,14.951350228265929,12.459023511893383,12.777052192115912,7.5883236773352225,0.0,4.605170185988092,3.885679030088544,3.8753590210565547,1.589235205116581,-1.2039728043259361,4.449685283147696,16.23429594140072,11.629125915666055,15.629811123678905,14.375187029772679,7.061420126526287,6.391246872080648,6.3447587828872365,12.785491060761776,3.299902663510574,4.465908118654584,3.7082548578101675,1.9459101490553132,1.791759469228055,5.117993812416755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3229,4950987,509111.0,1908,1,100,110.7,7.9,0.8,172.1,35866234.3,358662.3,11789378.4,3400798.8,2999.1,1905.0,1094.1,430536.0,,173.5,40.783534,-73.980219,7.0,6.0,167.0,8.079927770758275,15.415097508607937,13.140421346414026,12.932287029794315,7.553810852008231,0.0,4.605170185988092,4.706823839714591,4.703203926259457,2.066862759472976,-0.2231435513142097,5.1480757032174935,17.395306862118474,12.790136556240455,16.282709548477357,15.039520903168505,8.006067522641244,7.552237287560802,6.9976873864827445,12.972786223047036,,5.156177599386914,3.7082784215190507,1.9459101490553132,1.791759469228055,5.117993812416755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3230,2945676,401972.0,1929,1,100,113.8,32.5,,348.2,,,32249269.7,9210657.0,2994.0,0.0,2994.0,283475.0,76.23,357.3,40.775573,-73.987576,7.0,6.0,151.0,8.080237416216702,14.895848890323109,12.90413771343407,12.500513078726417,7.564757012905729,0.0,4.605170185988092,4.73444252169223,4.7086288943563215,3.481240089335692,,5.8527770273340884,,,17.289005955988415,16.035871741192118,8.004365564979574,-inf,8.004365564979574,12.55487921484004,4.333755086000182,5.878575765029364,3.7080832011367266,1.9459101490553132,1.791759469228055,5.017279836814924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3242,4409008,295205.0,2006,1,100,169.1,10.5,1.4,260.9,29258630.5,309819.0,7890513.2,2312576.9,2286.3,1554.1,732.2,219648.0,,252.7,40.77293,-73.989501,7.0,6.0,151.0,8.08394570229562,15.29916027880883,12.59542530923439,12.299781543967525,7.603897968521881,0.0,4.605170185988092,5.130490255904535,5.176149732573829,2.3513752571634776,0.3364722366212129,5.564137192142683,17.19168514794961,12.643743534974556,15.881171735066713,14.653873001869867,7.734690069340181,7.348651878921566,6.596053700686136,12.299781543967525,,5.532203014394148,3.7080183808174394,1.9459101490553132,1.791759469228055,5.017279836814924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3247,4945654,547520.0,1962,1,100,67.6,5.8,0.0,123.1,1087370.0,11000.2,11443709.2,3220233.0,2798.5,57.8,2740.7,558987.0,,120.7,40.777093,-73.986467,7.0,6.0,155.0,8.085486772102845,15.414019769096885,13.213154269685965,13.2243187019741,7.581719640125308,0.0,4.605170185988092,4.213607983048918,4.2612704335380815,1.7578579175523736,-inf,4.812997033190408,13.899272494569589,9.305668733433402,16.25295072213372,14.984964275151162,7.936838838331414,4.056988775678332,7.9159686412066295,13.233881496052861,,4.793308128103486,3.708120477661817,1.9459101490553132,1.791759469228055,5.043425116919247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3249,4945656,642394.0,1960,1,100,77.3,4.2,0.2,123.3,10947763.2,109477.6,9664517.4,2721159.7,3447.5,581.5,2866.0,650325.0,,119.2,40.778573,-73.986377,7.0,6.0,155.0,8.0861025356691,15.414020173492258,13.372957101595977,13.371450660771481,7.580699752224563,0.0,4.605170185988092,4.3476939555933765,4.401829261970061,1.4350845252893227,-1.6094379124341003,4.814620410170298,16.208645719387412,11.603475241102126,16.08397173663086,14.816568707700574,8.145404609667457,6.365610971958719,7.960672608388117,13.38522751691347,,4.7808027546312495,3.7081567718905997,1.9459101490553132,1.791759469228055,5.043425116919247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3291,4952034,245676.0,1926,1,100,65.7,5.6,0.0,112.4,809327.3,8565.4,5142772.6,1463391.8,1363.1,885.9,477.2,261030.0,26.7,108.4,40.783101,-73.970946,7.0,6.0,169.0,8.098946748943339,15.41530895923576,12.411768873640579,12.470020271204074,7.563200592358071,0.0,4.605170185988092,4.185098925490565,4.259859000699674,1.7227665977411035,-inf,4.722063937459591,13.603958687770408,9.055486111360667,15.453102908341062,14.196267450027001,7.217516796576797,6.786604077417986,6.167935690223761,12.472390622228179,3.2846635654062037,4.685828089005546,3.7082678044327873,1.9459101490553132,1.791759469228055,5.1298987149230735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3318,4956852,608532.0,1930,1,100,72.7,4.6,0.6,114.9,34310035.0,379171.2,9967933.1,2813762.7,2747.4,1822.4,925.0,608892.0,,110.6,40.788063,-73.967315,7.0,6.0,177.0,8.10711747075039,15.416281419788783,13.318804778358965,13.318804778358965,7.5652752818989315,0.0,4.605170185988092,4.286341384539473,4.356708826689592,1.5260563034950492,-0.5108256237659907,4.74406218485471,17.35094843494487,12.845743097111615,16.114883808510125,14.850033184742427,7.9184102888911045,7.507909592692918,6.829793737512425,13.319396191063976,,4.7059200890882344,3.7083894650727194,1.9459101490553132,1.791759469228055,5.176149732573829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3322,2665352,244841.0,1970,1,100,15.5,4.4,0.0,47.6,0.0,0.0,4055559.2,1164232.6,376.4,0.0,376.4,261980.0,,48.6,40.790498,-73.967928,7.0,6.0,177.0,8.10832229017324,14.795846689411544,12.408364299256617,12.470530869978596,7.585788821732034,0.0,4.605170185988092,2.740840023925201,2.7212954278522306,1.4816045409242156,-inf,3.8628327612373745,-inf,-inf,15.215599139846233,13.967572715489224,5.930652407711224,-inf,5.930652407711224,12.47602344395164,,3.883623530906448,3.7084491621296634,1.9459101490553132,1.791759469228055,5.176149732573829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3339,2740647,56156.0,1992,1,100,76.6,8.1,0.5,143.8,2562732.5,28952.6,1547095.3,436429.9,279.7,136.1,143.6,53656.0,27.24,140.7,40.791213,-73.965024,7.0,6.0,181.0,8.113426639943654,14.823704581876486,10.935888811091841,10.864560427182177,7.596894438144544,0.0,4.605170185988092,4.338597076746545,4.403054001865957,2.0918640616783932,-0.6931471805599453,4.9684234452869465,14.756584630020246,10.273415288985735,14.25188973076059,12.986383045717739,5.633717600207914,4.91338990965742,4.9670316566141235,10.890348577779573,3.3046864812813115,4.946629964120343,3.708466690568115,1.9459101490553132,1.791759469228055,5.198497031265826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3344,2817492,76193.0,1926,1,100,71.1,4.2,0.6,104.5,4700130.7,47001.3,1236457.9,354198.4,364.4,249.6,114.7,83520.0,41.17,105.6,40.782532,-73.97684,7.0,6.0,165.0,8.114922974204593,14.85135768549541,11.241024873937967,11.323216689742257,7.563200592358071,0.0,4.605170185988092,4.264087336809195,4.258445572902527,1.4350845252893227,-0.5108256237659907,4.6491870714048655,15.363100874804276,10.757930539884144,14.027761317648645,12.777612487098759,5.898252165385803,5.519859636495273,4.742320024135325,11.332841403116465,3.7177098357818132,4.659658371272161,3.708253852478292,1.9459101490553132,1.791759469228055,5.10594547390058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3351,5050283,70786.0,1900,1,100,68.4,5.7,0.0,110.3,198204.0,2160.7,1310148.7,370065.5,348.3,226.7,121.6,64650.0,,112.4,40.782735,-73.975254,7.0,6.0,165.0,8.11701408773731,15.434954839285343,11.167416520015664,11.0062578513529,7.549609165154532,0.0,4.605170185988092,4.225372824628505,4.21803603456465,1.7404661748405046,-inf,4.703203926259457,12.19705208230909,7.6781875222516245,14.08565120018578,12.821435295979999,5.853064177371955,5.423627557513483,4.800736969532067,11.076743384200004,,4.722063937459591,3.7082588300872046,1.9459101490553132,1.791759469228055,5.10594547390058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3354,2638321,67231.0,1905,1,100,74.4,,,,186649.6,,975449.5,,452.8,362.2,90.5,78435.0,74.01,101.8,40.783904,-73.976048,7.0,6.0,165.0,8.117908942383155,14.785653287949863,11.115889729664524,11.224242892184863,7.552237287560802,0.0,4.605170185988092,4.309455941839047,,,,,12.136988341291946,,13.79065366938134,,6.115450526888973,5.892196545449313,4.505349850705881,11.27002553529034,4.304200219209375,4.623010104116422,3.7082874937667287,1.9459101490553132,1.791759469228055,5.10594547390058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3357,2669246,96730.0,1922,1,100,24.8,1.1,,36.1,,,368771.1,106680.8,180.5,146.3,34.2,94500.0,1.65,33.3,40.785501,-73.976597,7.0,6.0,169.0,8.118802996980035,14.797306593491145,11.479678871176592,11.363264690415821,7.561121589530238,0.0,4.605170185988092,3.2108436531709366,3.3178157727231046,0.09531017980432493,,3.586292865338835,,,12.817931405338129,11.57759647733045,5.195730777772936,4.9856593080260785,3.5322256440685598,11.456355113481834,0.5007752879124892,3.505557396986398,3.7083266506050117,1.9459101490553132,1.791759469228055,5.1298987149230735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3368,4389681,76302.0,1916,1,100,79.8,3.9,0.0,108.4,90849.7,908.5,850695.8,243012.2,391.6,312.7,78.9,63000.0,,109.5,40.78728,-73.974075,7.0,6.0,169.0,8.122074375362217,15.294767117263051,11.242454429248802,10.993731591533722,7.557994958530806,0.0,4.605170185988092,4.379523504455763,4.375757021660286,1.3609765531356006,-inf,4.685828089005546,11.41696177167247,6.811794887836226,13.653809881841173,12.400866926823735,5.970240910656355,5.745244264463795,4.368181227851829,11.05089000537367,,4.695924549256556,3.7083702680955146,1.9459101490553132,1.791759469228055,5.1298987149230735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3369,2732745,100042.0,1923,1,100,66.0,4.1,0.6,103.2,5179760.6,56733.5,1424199.0,407931.2,407.3,275.1,132.2,100042.0,27.68,99.1,40.787365,-73.974278,7.0,6.0,169.0,8.122371243406553,14.82081715649564,11.513345376794916,11.470258018650826,7.56164174558878,0.0,4.605170185988092,4.189654742026425,4.257030144499196,1.410986973710262,-0.5108256237659907,4.636668853047462,15.460269396951448,10.946120144169315,14.16912010838134,12.918853811716112,6.009550014654367,5.617134667930529,4.884315927417586,11.513345376794916,3.3207101307494686,4.596129441335942,3.7083723520763887,1.9459101490553132,1.791759469228055,5.1298987149230735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3372,4847250,74215.0,1998,1,100,87.7,8.5,0.6,157.9,4253042.0,46882.1,2195242.7,623618.0,429.6,225.9,203.7,73500.0,25.42,154.5,40.78731,-73.974144,7.0,6.0,169.0,8.123261319121745,15.393922091793252,11.214721565058865,11.177452728682098,7.599901959208498,0.0,4.605170185988092,4.473921899378137,4.529368472571809,2.1400661634962708,-0.5108256237659907,5.061961921261596,15.263145049569092,10.75539121846946,14.601803167855136,13.343293280406014,6.062854543194655,5.420092423473958,5.31664832323276,11.205040685200927,3.2355362657613083,5.0401940963378005,3.7083710036186717,1.9459101490553132,1.791759469228055,5.1298987149230735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
