Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_Order,log_Property Id,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Weather Normalized Site Natural Gas Intensity (therms/ft²),log_Weather Normalized Source EUI (kBtu/ft²),log_Natural Gas Use (kBtu),log_Weather Normalized Site Natural Gas Use (therms),log_Electricity Use - Grid Purchase (kBtu),log_Weather Normalized Site Electricity (kWh),log_Total GHG Emissions (Metric Tons CO2e),log_Direct GHG Emissions (Metric Tons CO2e),log_Indirect GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Latitude,log_Community Board,log_Council District,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
3380,3539482,72000.0,1914,1,100,51.0,2.9,0.4,74.1,4015209.6,40152.1,955330.2,279991.2,301.9,213.3,88.7,97400.0,,74.1,40.7879,-73.973454,7.0,6.0,173.0,8.125630988477065,15.079490946719401,11.184421397998193,11.439063616371772,7.5569505720129,0.0,4.605170185988092,3.9318256327243257,3.9318256327243257,1.0647107369924282,-0.916290731874155,4.3054155323020415,15.205600108234528,10.600430021867632,13.769812318864247,12.54251345308607,5.710095836712793,5.362699625477305,4.485259889315534,11.486581489630627,,4.3054155323020415,3.708385468797493,1.9459101490553132,1.791759469228055,5.153291594497779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3382,2716908,288418.0,1975,1,100,83.7,5.9,0.0,143.9,876802.7,8942.0,6131449.3,1695148.3,1752.3,46.6,1705.7,288419.0,,141.4,40.788614,-73.974324,7.0,6.0,173.0,8.126222529458525,14.815005026959227,12.572166095760142,12.559960208329006,7.5883236773352225,0.0,4.605170185988092,4.4272389774954295,4.473921899378137,1.7749523509116738,-inf,4.969118613893322,13.68403727455071,9.098514556793926,15.628941707374038,14.3432807875948,7.468684489714374,3.8416005411316,7.4417308626468275,12.572169562944111,,4.951592753462473,3.70840297383577,1.9459101490553132,1.791759469228055,5.153291594497779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3387,2660111,175436.0,1986,1,100,89.1,10.8,0.0,172.5,405287.5,4101.8,6162932.8,1764821.3,1191.8,619.9,571.9,162937.0,51.07,170.6,40.788569,-73.970666,7.0,6.0,173.0,8.127699852817772,14.793878409210546,12.07502958301425,11.894719272105048,7.593877844605118,0.0,4.605170185988092,4.489759334476764,4.529368472571809,2.379546134130174,-inf,5.150397236471415,12.91235197078871,8.319181180739632,15.634063326104307,14.383559996764841,7.083220048312879,6.429558174707874,6.348964150921271,12.001118902009853,3.9331972406595526,5.139321635057579,3.708401870586102,1.9459101490553132,1.791759469228055,5.153291594497779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3408,2715781,61800.0,2001,1,100,77.0,3.7,0.0,113.9,173100.0,1757.5,771388.3,226081.0,367.7,296.1,71.6,61800.0,9.79,104.4,40.792869,-73.969667,7.0,6.0,181.0,8.133880887949207,14.814590131125444,11.031658643445782,11.031658643445782,7.601402334583733,0.0,4.605170185988092,4.343805421853684,4.45898767581001,1.308332819650179,-inf,4.735320870453137,12.0616247411643,7.47164762368482,13.555947157412826,12.328648621121594,5.907267388307226,5.690697235107546,4.2710950739666,11.031658643445782,2.281361456542419,4.648229675448539,3.70850728672265,1.9459101490553132,1.791759469228055,5.198497031265826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3412,2634014,306605.0,1971,1,100,116.6,6.4,0.0,174.0,635595.9,6571.1,4378659.0,1273338.0,1810.9,1404.5,406.3,199223.0,,164.7,40.792952,-73.969819,7.0,6.0,181.0,8.13505390861157,14.784019476381337,12.633315553179898,12.14114471524937,7.58629630715272,0.0,4.605170185988092,4.758749273916392,4.837867950107113,1.8562979903656263,-inf,5.159055299214529,13.362318263026033,8.790436525165877,15.292253071091183,14.057152356829398,7.501579238247297,7.2474366465442985,6.007091802993681,12.202180079314818,,5.104125637183595,3.708509321389924,1.9459101490553132,1.791759469228055,5.198497031265826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3416,2721697,288631.0,1985,1,100,77.4,6.3,0.6,129.2,16244530.7,174335.8,6674935.4,1859762.7,1482.3,862.8,619.4,295943.0,33.39,128.5,40.785296,-73.980457,7.0,6.0,167.0,8.13622555490846,14.816766140788145,12.572904334660732,12.586640370083824,7.59337419312129,0.0,4.605170185988092,4.3489867805956814,4.387014176184921,1.840549633397487,-0.5108256237659907,4.861361591348501,16.603266837779156,12.068738603418431,15.713870084301135,14.43595945690512,7.301350214519814,6.760182914515001,6.428751267539102,12.597922147195115,3.508256453955563,4.855928904335275,3.708321624296393,1.9459101490553132,1.791759469228055,5.117993812416755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3417,4946278,166952.0,1987,1,100,80.8,11.0,0.5,166.3,6265582.2,68847.3,5849915.9,1651724.8,875.7,332.8,542.9,149906.0,46.68,166.4,40.784879,-73.979193,7.0,6.0,167.0,8.136518252115291,15.414145932519931,12.025461624934666,11.657484578152172,7.594381242551817,0.0,4.605170185988092,4.39197696552705,4.42484663185681,2.3978952727983707,-0.6931471805599453,5.113793386198882,15.650582070965147,11.139646287701572,15.581937843036327,14.317330633229663,6.775023566528179,5.807541708947054,6.296925140911405,11.9177637099741,3.8433158074183553,5.114394528387108,3.7083113999711412,1.9459101490553132,1.791759469228055,5.117993812416755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3426,2656198,165452.0,1924,1,100,80.7,6.2,,131.7,,,3589723.6,1029074.2,1067.8,734.6,333.1,165452.0,58.34,127.7,40.786144,-73.978254,7.0,6.0,171.0,8.139148678884066,14.792406334992654,12.01643640152088,11.995672550363327,7.562161631225652,0.0,4.605170185988092,4.390738575275903,4.450852825603734,1.824549292051046,,4.880526608749236,,,15.093585765856998,13.844170121060007,6.973355736066086,6.599326133385567,5.808442745199634,12.01643640152088,4.066287964439575,4.8496837630384935,3.708342415887176,1.9459101490553132,1.791759469228055,5.14166355650266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3431,3512676,82916.0,1927,1,100,81.6,5.3,0.6,126.6,5391599.9,57359.8,1687435.3,470354.5,453.2,296.6,156.6,88444.0,41.82,125.5,40.786048,-73.977156,7.0,6.0,171.0,8.14060704285845,15.071888698130403,11.325583326119402,11.361276652860292,7.563719668414366,0.0,4.605170185988092,4.401829261970061,4.437934266612178,1.667706820558076,-0.5108256237659907,4.841032509710076,15.500352726298882,10.957098988517075,14.338720360253056,13.061241944697798,6.116333529153851,5.692384429703832,5.053694783556702,11.390124862352046,3.7333746940004877,4.832305758571839,3.7083400621438805,1.9459101490553132,1.791759469228055,5.14166355650266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3439,2664713,150806.0,1932,1,100,61.6,6.2,0.4,108.3,6292278.8,62922.8,3362270.9,967690.6,646.2,334.2,312.0,156806.0,38.52,109.5,40.787261,-73.978066,7.0,6.0,171.0,8.142936010432265,14.795606917475157,11.923749521562888,11.923749521562888,7.566311014772463,0.0,4.605170185988092,4.120661870539474,4.11414718951828,1.824549292051046,-0.916290731874155,4.684905154006945,15.654833852413855,11.049663857135668,15.02812716674202,13.782667687067592,6.471109053390398,5.811739616161293,5.7430031878094825,11.962764651472469,3.651177586929925,4.695924549256556,3.708369802263902,1.9459101490553132,1.791759469228055,5.14166355650266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3445,2659890,352821.0,1931,1,100,59.2,3.6,0.5,92.9,17000708.7,188437.3,4676298.8,1326116.4,1336.9,903.0,434.0,366021.0,37.57,88.9,40.787409,-73.975227,7.0,6.0,171.0,8.144679183447758,14.793795326519348,12.773716125152825,12.773716125152825,7.565793282428515,0.0,4.605170185988092,4.0809215418899605,4.155753190350744,1.2809338454620642,-0.6931471805599453,4.531523645819793,16.648765589386855,12.14652060454321,15.358017500302418,14.09776522868069,7.198108779989077,6.805722553416985,6.073044534100405,12.810445987786684,3.6262058595858777,4.487512142519859,3.708373430841253,1.9459101490553132,1.791759469228055,5.14166355650266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3449,4952160,478400.0,1987,1,100,68.2,7.5,0.0,126.3,270018.7,2758.5,13210483.6,3757075.2,2782.9,1557.0,1225.9,502320.0,36.18,124.9,40.788718,-73.976166,7.0,6.0,175.0,8.145839612936841,15.415334403002312,13.07820248161856,13.06201871639521,7.594381242551817,0.0,4.605170185988092,4.222444564849416,4.26689632742025,2.0149030205422647,-inf,4.838660029356445,12.50624649484146,7.922442332712485,16.396521284458256,15.139151340325979,7.931248828433305,7.350516171833998,7.111430547100949,13.126992645787992,3.588506479967149,4.827513417131532,3.708405523563677,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3452,3326740,60500.0,1900,1,100,108.8,6.0,0.1,153.1,865756.0,8657.6,1262215.7,360030.8,498.3,381.2,117.1,60500.0,39.94,154.9,40.789059,-73.97588,7.0,6.0,175.0,8.146709052203319,15.017503403464746,11.010398644018933,10.896739325546411,7.549609165154532,0.0,4.605170185988092,4.689511334421843,4.6839813664123815,1.791759469228055,-2.3025850929940455,5.031091302663638,13.671358392647814,9.066192826888472,14.04837922665419,12.79394486232818,6.211202305287359,5.943324171780047,4.763028270603671,11.010398644018933,3.6873783279876693,5.042779747422823,3.708413883683615,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3453,2817498,268989.0,1984,1,100,82.4,8.5,0.2,,4559181.3,45591.8,8072137.6,2268696.3,1699.8,950.7,749.1,267577.0,34.95,148.0,40.78905,-73.975862,7.0,6.0,175.0,8.146998697389993,14.85135981504666,12.502425765554559,12.4505588142175,7.592870287844818,0.0,4.605170185988092,4.411585436915426,,2.1400661634962708,-1.6094379124341003,,15.332653625897743,10.727483154770699,15.903928887451064,14.634715907293685,7.438265876064526,6.857198555364985,6.618872485953837,12.497162654364491,3.5539184686798193,4.997212273764115,3.708413663036186,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3455,4399179,63506.0,1910,1,100,142.3,14.3,1.0,256.0,4934155.7,51997.3,2629355.2,760352.9,506.1,262.1,244.0,53149.0,89.78,252.8,40.789662,-73.975681,7.0,6.0,175.0,8.14757773620177,15.29692849056915,11.058889668606032,10.662750135302934,7.554858521040676,0.0,4.605170185988092,4.957937505095806,4.987707789452551,2.6602595372658615,0.0,5.545177444479562,15.411692132119954,10.858947073138593,14.782249202991938,13.541537946594342,6.226734278220032,5.568726110329361,5.497168225293202,10.880854568917648,4.497362233353786,5.532598662272703,3.708428666950443,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3456,4407837,55217.0,1928,1,100,68.6,3.4,,100.2,,,680234.5,195427.2,307.9,244.8,63.1,58000.0,20.02,94.3,40.790332,-73.976786,7.0,6.0,175.0,8.147867129923947,15.29889465090976,10.91902615586634,10.968198289528557,7.564238475170491,0.0,4.605170185988092,4.22829253473184,4.31748811353631,1.2237754316221157,,4.607168188650764,,,13.430192870645357,12.182943210540836,5.729775054930455,5.500441550638171,4.144720769547168,10.968198289528557,2.9967317738870745,4.546481189639412,3.70844509254616,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3460,2665923,133284.0,1963,1,100,93.9,7.2,,154.4,,,2659927.5,754533.1,789.9,543.1,246.8,105127.0,70.41,148.7,40.789849,-73.97419,7.0,6.0,175.0,8.14902386805177,14.796060897083137,11.800237468955121,11.551732631086258,7.5822291942764615,0.0,4.605170185988092,4.542230386214217,4.617098756853365,1.9740810260220096,,5.039546637590676,,,14.793809424747343,13.533854426340433,6.671906355170373,6.2972934650407995,5.508578292031233,11.562924422064551,4.254335298531042,5.001930853466109,3.708433251434897,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3464,3111521,180864.0,1914,1,100,63.4,5.5,,106.8,,,3441723.0,973483.0,897.4,578.0,319.4,177180.0,47.17,105.4,40.789248,-73.974656,7.0,6.0,175.0,8.150179269682326,14.95062223212499,12.105500646604145,12.062011725779271,7.5569505720129,0.0,4.605170185988092,4.14946386144318,4.192680462942962,1.7047480922384253,,4.6709579265260945,,,15.051482776048047,13.78863564087869,6.799501693541883,6.359573868672378,5.766444235780912,12.084921443966023,3.8537580972961702,4.657762636107262,3.7084185172683743,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3466,2704817,313563.0,1915,1,100,71.8,5.4,,119.6,,,5449718.4,1561931.8,1632.7,1126.9,505.7,287250.0,31.71,113.0,40.790302,-73.974941,7.0,6.0,175.0,8.150756470275551,14.810544815478806,12.65575557580377,12.527550889105301,7.557472901614746,0.0,4.605170185988092,4.273884476054178,4.373238128640803,1.6863989535702288,,4.784152841516532,,,15.51107449557973,14.261433946456727,7.397990365132118,7.027225778958304,6.225943608085937,12.568108195711002,3.456632088550256,4.727387818712341,3.7084443570774943,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3468,2734460,161422.0,1925,1,100,93.0,7.5,0.7,150.1,10806062.7,108060.6,4203515.9,1202863.2,964.0,574.0,390.1,161422.0,45.81,152.1,40.790153,-73.973226,7.0,6.0,175.0,8.151333337900432,14.821444533759252,11.991777332840016,11.939355922843552,7.562681246721884,0.0,4.605170185988092,4.532599493153256,4.526126978647638,2.0149030205422647,-0.35667494393873245,5.011301738639416,16.195617895701353,11.590447459853491,15.251431852112486,14.000215272779972,6.871091294610546,6.352629396319567,5.966403116512611,11.991777332840016,3.8245024078986507,5.024538199265247,3.708440704241775,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3471,4952310,192324.0,1985,1,100,89.3,7.2,0.1,150.9,1251153.1,13982.8,4285288.5,1255946.1,1217.7,820.1,397.7,174067.0,38.34,142.9,40.791067,-73.975128,7.0,6.0,175.0,8.152198015861787,15.415364692356516,12.166936728781575,11.939845429463297,7.59337419312129,0.0,4.605170185988092,4.492001487882454,4.576770711466393,1.9740810260220096,-2.3025850929940455,5.016617365773803,14.039576164055296,9.545583281856246,15.270698435635579,14.04339971107671,7.104719112512962,6.709426284042365,5.985697952213645,12.067195561552328,3.6464937376174986,4.9621450849358215,3.708463111359493,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3473,2664019,214011.0,1923,1,100,53.4,7.1,0.3,109.6,5868137.5,65760.5,5145458.6,1465053.6,789.2,311.7,477.5,206190.0,194.62,108.2,40.791174,-73.974309,7.0,6.0,179.0,8.152774052744075,14.795346442749116,12.273782694552116,12.1507554767342,7.56164174558878,0.0,4.605170185988092,3.977810745966149,4.027135812528651,1.9600947840472698,-1.2039728043259361,4.696837374513915,15.585047850144987,11.093774633107483,15.453625058360595,14.197402386794732,6.67101977414846,5.7420411867732915,6.168564159920785,12.23655335278376,5.271048939393843,4.6839813664123815,3.7084657344793945,1.9459101490553132,1.791759469228055,5.187385805840755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3480,2961408,132975.0,1959,1,100,84.7,4.4,0.1,122.7,1975949.9,19759.5,2419028.7,687389.6,995.8,771.3,224.5,156294.0,,119.1,40.79228,-73.973524,7.0,6.0,179.0,8.15478757276852,14.901175388878109,11.797916419610518,11.897371205854318,7.580189417944541,0.0,4.605170185988092,4.439115601658009,4.492001487882454,1.4816045409242156,-2.3025850929940455,4.809742351716865,14.496559802717513,9.891389667337991,14.698876653928563,13.44065651381004,6.903546434208082,6.648077402939953,5.413875707182309,11.959494127956809,,4.779963476361254,3.708492847820295,1.9459101490553132,1.791759469228055,5.187385805840755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3486,2656150,123497.0,1916,1,100,75.4,5.7,,123.7,,,2499439.5,721234.1,751.3,519.4,231.9,125967.0,46.93,118.4,40.792475,-73.972622,7.0,6.0,179.0,8.156510226079966,14.792388263887371,11.72397214325715,11.696729256045334,7.557994958530806,0.0,4.605170185988092,4.32280727501391,4.398146016553765,1.7404661748405046,,4.8178592793984425,,,14.731577064701852,13.488719051500793,6.621805039375115,6.252674299228648,5.446306244261486,11.743775246868669,3.8486571298063263,4.774068722449905,3.708497628125145,1.9459101490553132,1.791759469228055,5.187385805840755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3496,4405659,172997.0,1986,1,100,96.5,9.8,0.7,176.0,10712570.0,117606.2,5973158.9,1689903.7,1123.3,569.0,554.3,172997.0,,173.4,40.79363,-73.971429,7.0,6.0,183.0,8.159374736775426,15.298400408887222,12.061029532289096,12.008505462520652,7.593877844605118,0.0,4.605170185988092,4.56954300834494,4.618086411254637,2.2823823856765264,-0.35667494393873245,5.170483995038151,16.186928376289227,11.675097034145391,15.602786474407633,14.340182103027185,7.0240260606475236,6.343880434126331,6.3177060564257586,12.061029532289096,,5.155601064346442,3.7085259417699765,1.9459101490553132,1.791759469228055,5.209486152841421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3520,2533064,192701.0,2010,1,100,71.8,12.4,0.3,166.0,6291612.1,67695.6,8979900.6,2631858.0,1167.5,334.2,833.3,212671.0,22.26,163.6,40.788664,-73.978029,7.0,6.0,171.0,8.166216268592143,14.744940195147052,12.16889504380259,12.264204751844378,7.605890001053122,0.0,4.605170185988092,4.273884476054178,4.3054155323020415,2.517696472610991,-1.2039728043259361,5.111987788356544,15.654727891545962,11.122776464173779,16.010499371174802,14.783200618604136,7.062619989543053,5.811739616161293,6.725393721388161,12.267501649626775,3.102791345847399,5.097424424168647,3.7084041996673056,1.9459101490553132,1.791759469228055,5.14166355650266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3523,3182413,180405.0,1926,1,100,148.0,13.3,1.1,258.0,17440799.9,189142.4,7891273.3,2267646.4,1658.7,926.4,732.3,171126.0,81.21,251.8,40.789589,-73.979506,7.0,6.0,175.0,8.167068178341237,14.973150272040822,12.102959602412827,12.050155406255195,7.563200592358071,0.0,4.605170185988092,4.997212273764115,5.0479310788399525,2.5877640352277083,0.09531017980432493,5.552959584921617,16.67432284121899,12.150255449502428,15.881268061297028,14.634253023385577,7.413789442011997,6.83130610681873,6.596190266067024,12.050155406255195,4.397038392294319,5.528635121610247,3.7084268772796847,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
3536,2669061,209113.0,1927,1,100,67.7,4.4,0.6,108.4,10946715.4,121638.5,3207990.3,924129.7,879.1,581.4,297.7,209113.0,30.79,103.1,40.790566,-73.977118,7.0,6.0,175.0,8.170751423757535,14.797237283127362,12.250630054694122,12.242949267292833,7.563719668414366,0.0,4.605170185988092,4.215086179918229,4.293195420967266,1.4816045409242156,-0.5108256237659907,4.685828089005546,16.208550005758426,11.708808810245356,14.981155224273198,13.736607708738529,6.778898656857133,6.365438988124776,5.69608626802173,12.250630054694122,3.427189961936409,4.635699391022914,3.708450829183185,1.9459101490553132,1.791759469228055,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3584,4942130,59841.0,1922,1,85,63.7,9.8,0.0,138.6,59858.1,610.2,2295153.3,652574.8,357.3,144.4,213.0,66400.0,10.78,138.0,40.756087,-73.981072,5.0,4.0,96.0,8.18423477409482,15.413306970324339,10.999446323738674,11.041320554357519,7.561121589530238,0.0,4.442651256490317,4.154184562578117,4.197201947661808,2.2823823856765264,-inf,4.931592086755803,10.999732040174576,6.413786772282569,14.646310196631557,13.388681047624106,5.878575765029364,4.972587226458726,5.3612921657094255,11.103452335464524,2.377692565480851,4.927253685157205,3.7076052027647806,1.6094379124341003,1.3862943611198906,4.564348191467836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
